Size, Compilation, Type, Time
800, "-O3", "Built-in", 0.000235
800, "-O", "Sequential", 0.000178
800, "-O", "Parallel", 0.131840
800, "-O", "Built-in", 0.000244
800, "-O2", "Sequential", 0.000123
800, "-O2", "Parallel", 0.121789
800, "-O2", "Built-in", 0.000242
800, "-O3", "Sequential", 0.000118
800, "-O3", "Parallel", 0.113575
800, "-O3", "Built-in", 0.000246
800, "-O", "Sequential", 0.000116
800, "-O", "Parallel", 0.100148
800, "-O", "Built-in", 0.000270
800, "-O2", "Sequential", 0.000123
800, "-O2", "Parallel", 0.097514
800, "-O2", "Built-in", 0.000252
800, "-O3", "Sequential", 0.000114
800, "-O3", "Parallel", 0.105697
800, "-O3", "Built-in", 0.000243
800, "-O", "Sequential", 0.000152
800, "-O", "Parallel", 0.117757
800, "-O", "Built-in", 0.000254
800, "-O2", "Sequential", 0.000115
800, "-O2", "Parallel", 0.092404
800, "-O2", "Built-in", 0.000251
800, "-O3", "Sequential", 0.000125
800, "-O3", "Parallel", 0.098898
800, "-O3", "Built-in", 0.000250
800, "-O", "Sequential", 0.000120
800, "-O", "Parallel", 0.093941
800, "-O", "Built-in", 0.000254
800, "-O2", "Sequential", 0.000131
800, "-O2", "Parallel", 0.070694
800, "-O2", "Built-in", 0.000251
800, "-O3", "Sequential", 0.000122
800, "-O3", "Parallel", 0.096362
800, "-O3", "Built-in", 0.000258
100000, "-O", "Sequential", 0.024387
100000, "-O", "Parallel", 0.276257
100000, "-O", "Built-in", 0.024297
100000, "-O2", "Sequential", 0.023940
100000, "-O2", "Parallel", 0.208852
100000, "-O2", "Built-in", 0.024389
100000, "-O3", "Sequential", 0.025425
100000, "-O3", "Parallel", 0.219194
100000, "-O3", "Built-in", 0.024669
100000, "-O", "Sequential", 0.025213
100000, "-O", "Parallel", 0.272208
100000, "-O", "Built-in", 0.023887
100000, "-O2", "Sequential", 0.030415
100000, "-O2", "Parallel", 0.265893
100000, "-O2", "Built-in", 0.025056
100000, "-O3", "Sequential", 0.024954
100000, "-O3", "Parallel", 0.251900
100000, "-O3", "Built-in", 0.024497
100000, "-O", "Sequential", 0.024610
100000, "-O", "Parallel", 0.295012
100000, "-O", "Built-in", 0.024994
100000, "-O2", "Sequential", 0.024671
100000, "-O2", "Parallel", 0.220090
100000, "-O2", "Built-in", 0.023655
100000, "-O3", "Sequential", 0.024266
100000, "-O3", "Parallel", 0.260791
100000, "-O3", "Built-in", 0.025710
100000, "-O", "Sequential", 0.025243
100000, "-O", "Parallel", 0.278259
100000, "-O", "Built-in", 0.024943
100000, "-O2", "Sequential", 0.024868
100000, "-O2", "Parallel", 0.246680
100000, "-O2", "Built-in", 0.024848
100000, "-O3", "Sequential", 0.025281
100000, "-O3", "Parallel", 0.286897
100000, "-O3", "Built-in", 0.024199
100000, "-O", "Sequential", 0.025215
100000, "-O", "Parallel", 0.258944
100000, "-O", "Built-in", 0.024945
100000, "-O2", "Sequential", 0.025221
100000, "-O2", "Parallel", 0.263158
100000, "-O2", "Built-in", 0.024916
100000, "-O3", "Sequential", 0.024879
100000, "-O3", "Parallel", 0.238235
100000, "-O3", "Built-in", 0.026365
100000, "-O", "Sequential", 0.024182
100000, "-O", "Parallel", 0.224791
100000, "-O", "Built-in", 0.024275
100000, "-O2", "Sequential", 0.024021
100000, "-O2", "Parallel", 0.243725
100000, "-O2", "Built-in", 0.023894
100000, "-O3", "Sequential", 0.024725
100000, "-O3", "Parallel", 0.269724
100000, "-O3", "Built-in", 0.024357
100000, "-O", "Sequential", 0.025287
100000, "-O", "Parallel", 0.232325
100000, "-O", "Built-in", 0.023935
100000, "-O2", "Sequential", 0.024162
100000, "-O2", "Parallel", 0.262628
100000, "-O2", "Built-in", 0.024698
100000, "-O3", "Sequential", 0.024116
100000, "-O3", "Parallel", 0.272007
100000, "-O3", "Built-in", 0.028185
100000, "-O", "Sequential", 0.024616
100000, "-O", "Parallel", 0.219510
100000, "-O", "Built-in", 0.025162
100000, "-O2", "Sequential", 0.024300
100000, "-O2", "Parallel", 0.160998
100000, "-O2", "Built-in", 0.024679
100000, "-O3", "Sequential", 0.024784
100000, "-O3", "Parallel", 0.151605
100000, "-O3", "Built-in", 0.023832
100000, "-O", "Sequential", 0.024845
100000, "-O", "Parallel", 0.159188
100000, "-O", "Built-in", 0.023975
100000, "-O2", "Sequential", 0.025293
100000, "-O2", "Parallel", 0.187988
100000, "-O2", "Built-in", 0.024168
100000, "-O3", "Sequential", 0.024696
100000, "-O3", "Parallel", 0.208650
100000, "-O3", "Built-in", 0.024938
100000, "-O", "Sequential", 0.025015
100000, "-O", "Parallel", 0.215646
100000, "-O", "Built-in", 0.024549
100000, "-O2", "Sequential", 0.025543
100000, "-O2", "Parallel", 0.227190
100000, "-O2", "Built-in", 0.024149
100000, "-O3", "Sequential", 0.026012
100000, "-O3", "Parallel", 0.252964
100000, "-O3", "Built-in", 0.023776
430, "-O", "Sequential", 0.000057
430, "-O", "Parallel", 0.089246
430, "-O", "Built-in", 0.000233
430, "-O2", "Sequential", 0.000058
430, "-O2", "Parallel", 0.077422
430, "-O2", "Built-in", 0.000244
430, "-O3", "Sequential", 0.000065
430, "-O3", "Parallel", 0.063821
430, "-O3", "Built-in", 0.000243
430, "-O", "Sequential", 0.000058
430, "-O", "Parallel", 0.071442
430, "-O", "Built-in", 0.000237
430, "-O2", "Sequential", 0.000060
430, "-O2", "Parallel", 0.055450
430, "-O2", "Built-in", 0.000241
430, "-O3", "Sequential", 0.000097
430, "-O3", "Parallel", 0.075032
430, "-O3", "Built-in", 0.000243
430, "-O", "Sequential", 0.000059
430, "-O", "Parallel", 0.074168
430, "-O", "Built-in", 0.000247
430, "-O2", "Sequential", 0.000058
430, "-O2", "Parallel", 0.076910
430, "-O2", "Built-in", 0.000243
430, "-O3", "Sequential", 0.000058
430, "-O3", "Parallel", 0.080057
430, "-O3", "Built-in", 0.000248
430, "-O", "Sequential", 0.000058
430, "-O", "Parallel", 0.081616
430, "-O", "Built-in", 0.000240
430, "-O2", "Sequential", 0.000058
430, "-O2", "Parallel", 0.045470
430, "-O2", "Built-in", 0.000248
430, "-O3", "Sequential", 0.000059
430, "-O3", "Parallel", 0.053241
430, "-O3", "Built-in", 0.000244
430, "-O", "Sequential", 0.000062
430, "-O", "Parallel", 0.039736
430, "-O", "Built-in", 0.000269
430, "-O2", "Sequential", 0.000057
430, "-O2", "Parallel", 0.067396
430, "-O2", "Built-in", 0.000251
430, "-O3", "Sequential", 0.000057
430, "-O3", "Parallel", 0.047130
430, "-O3", "Built-in", 0.000246
430, "-O", "Sequential", 0.000057
430, "-O", "Parallel", 0.058339
430, "-O", "Built-in", 0.000249
430, "-O2", "Sequential", 0.000057
430, "-O2", "Parallel", 0.043599
430, "-O2", "Built-in", 0.000254
430, "-O3", "Sequential", 0.000057
430, "-O3", "Parallel", 0.053998
430, "-O3", "Built-in", 0.000250
430, "-O", "Sequential", 0.000063
430, "-O", "Parallel", 0.073427
430, "-O", "Built-in", 0.000257
430, "-O2", "Sequential", 0.000058
430, "-O2", "Parallel", 0.072742
430, "-O2", "Built-in", 0.000259
430, "-O3", "Sequential", 0.000058
430, "-O3", "Parallel", 0.082787
430, "-O3", "Built-in", 0.000252
430, "-O", "Sequential", 0.000057
430, "-O", "Parallel", 0.066772
430, "-O", "Built-in", 0.000257
430, "-O2", "Sequential", 0.000058
430, "-O2", "Parallel", 0.065559
430, "-O2", "Built-in", 0.000259
430, "-O3", "Sequential", 0.000062
430, "-O3", "Parallel", 0.061131
430, "-O3", "Built-in", 0.000274
430, "-O", "Sequential", 0.000057
430, "-O", "Parallel", 0.078656
430, "-O", "Built-in", 0.000265
430, "-O2", "Sequential", 0.000063
430, "-O2", "Parallel", 0.051025
430, "-O2", "Built-in", 0.000264
430, "-O3", "Sequential", 0.000073
430, "-O3", "Parallel", 0.070677
430, "-O3", "Built-in", 0.000263
430, "-O", "Sequential", 0.000064
430, "-O", "Parallel", 0.078002
430, "-O", "Built-in", 0.000271
430, "-O2", "Sequential", 0.000060
430, "-O2", "Parallel", 0.060266
430, "-O2", "Built-in", 0.000263
430, "-O3", "Sequential", 0.000058
430, "-O3", "Parallel", 0.063075
430, "-O3", "Built-in", 0.000271
5000000, "-O", "Sequential", 1.553218
5000000, "-O", "Parallel", 1.134115
5000000, "-O", "Built-in", 1.582382
5000000, "-O2", "Sequential", 1.571670
5000000, "-O2", "Parallel", 1.098467
5000000, "-O2", "Built-in", 1.577535
5000000, "-O3", "Sequential", 1.595644
5000000, "-O3", "Parallel", 1.176885
5000000, "-O3", "Built-in", 1.575360
5000000, "-O", "Sequential", 1.622890
5000000, "-O", "Parallel", 1.060767
5000000, "-O", "Built-in", 1.571150
5000000, "-O2", "Sequential", 1.573683
5000000, "-O2", "Parallel", 1.082187
5000000, "-O2", "Built-in", 1.575282
5000000, "-O3", "Sequential", 1.584114
5000000, "-O3", "Parallel", 1.102123
5000000, "-O3", "Built-in", 1.570251
5000000, "-O", "Sequential", 1.558969
5000000, "-O", "Parallel", 1.052212
5000000, "-O", "Built-in", 1.572865
5000000, "-O2", "Sequential", 1.590678
5000000, "-O2", "Parallel", 1.032433
5000000, "-O2", "Built-in", 1.584315
5000000, "-O3", "Sequential", 1.558278
5000000, "-O3", "Parallel", 1.172130
5000000, "-O3", "Built-in", 1.585309
5000000, "-O", "Sequential", 1.594570
5000000, "-O", "Parallel", 1.079088
5000000, "-O", "Built-in", 1.593604
5000000, "-O2", "Sequential", 1.592041
5000000, "-O2", "Parallel", 1.100241
5000000, "-O2", "Built-in", 1.576755
5000000, "-O3", "Sequential", 1.573687
5000000, "-O3", "Parallel", 1.038764
5000000, "-O3", "Built-in", 1.578259
5000000, "-O", "Sequential", 1.573771
5000000, "-O", "Parallel", 1.159876
5000000, "-O", "Built-in", 1.572911
5000000, "-O2", "Sequential", 1.579315
5000000, "-O2", "Parallel", 1.127422
5000000, "-O2", "Built-in", 1.572222
5000000, "-O3", "Sequential", 1.580151
5000000, "-O3", "Parallel", 1.130693
5000000, "-O3", "Built-in", 1.577525
5000000, "-O", "Sequential", 1.571722
5000000, "-O", "Parallel", 1.080097
5000000, "-O", "Built-in", 1.570524
5000000, "-O2", "Sequential", 1.571665
5000000, "-O2", "Parallel", 1.209327
5000000, "-O2", "Built-in", 1.575056
5000000, "-O3", "Sequential", 1.570188
5000000, "-O3", "Parallel", 1.072205
5000000, "-O3", "Built-in", 1.577328
5000000, "-O", "Sequential", 1.619117
5000000, "-O", "Parallel", 1.137392
5000000, "-O", "Built-in", 1.574918
5000000, "-O2", "Sequential", 1.608939
5000000, "-O2", "Parallel", 1.118811
5000000, "-O2", "Built-in", 1.575871
5000000, "-O3", "Sequential", 1.606543
5000000, "-O3", "Parallel", 1.227296
5000000, "-O3", "Built-in", 1.572399
5000000, "-O", "Sequential", 1.578183
5000000, "-O", "Parallel", 1.031219
5000000, "-O", "Built-in", 1.572308
5000000, "-O2", "Sequential", 1.584703
5000000, "-O2", "Parallel", 1.092350
5000000, "-O2", "Built-in", 1.573495
5000000, "-O3", "Sequential", 1.552602
5000000, "-O3", "Parallel", 1.127430
5000000, "-O3", "Built-in", 1.574991
5000000, "-O", "Sequential", 1.551208
5000000, "-O", "Parallel", 1.071853
5000000, "-O", "Built-in", 1.575388
5000000, "-O2", "Sequential", 1.583021
5000000, "-O2", "Parallel", 1.108599
5000000, "-O2", "Built-in", 1.575217
5000000, "-O3", "Sequential", 1.575466
5000000, "-O3", "Parallel", 1.071162
5000000, "-O3", "Built-in", 1.578870
5000000, "-O", "Sequential", 1.550902
5000000, "-O", "Parallel", 1.129061
5000000, "-O", "Built-in", 1.578265
5000000, "-O2", "Sequential", 1.580924
5000000, "-O2", "Parallel", 1.159512
5000000, "-O2", "Built-in", 1.575933
5000000, "-O3", "Sequential", 1.551408
5000000, "-O3", "Parallel", 1.109898
5000000, "-O3", "Built-in", 1.582734
4000, "-O", "Sequential", 0.000735
4000, "-O", "Parallel", 0.181498
4000, "-O", "Built-in", 0.000837
4000, "-O2", "Sequential", 0.000703
4000, "-O2", "Parallel", 0.158631
4000, "-O2", "Built-in", 0.000834
4000, "-O3", "Sequential", 0.000785
4000, "-O3", "Parallel", 0.193856
4000, "-O3", "Built-in", 0.000885
4000, "-O", "Sequential", 0.000794
4000, "-O", "Parallel", 0.224896
4000, "-O", "Built-in", 0.000844
4000, "-O2", "Sequential", 0.000719
4000, "-O2", "Parallel", 0.265736
4000, "-O2", "Built-in", 0.000828
4000, "-O3", "Sequential", 0.000763
4000, "-O3", "Parallel", 0.164049
4000, "-O3", "Built-in", 0.000850
4000, "-O", "Sequential", 0.000694
4000, "-O", "Parallel", 0.157255
4000, "-O", "Built-in", 0.000855
4000, "-O2", "Sequential", 0.000709
4000, "-O2", "Parallel", 0.168169
4000, "-O2", "Built-in", 0.000842
4000, "-O3", "Sequential", 0.000690
4000, "-O3", "Parallel", 0.147535
4000, "-O3", "Built-in", 0.000853
4000, "-O", "Sequential", 0.000707
4000, "-O", "Parallel", 0.156704
4000, "-O", "Built-in", 0.000870
4000, "-O2", "Sequential", 0.000790
4000, "-O2", "Parallel", 0.163179
4000, "-O2", "Built-in", 0.000868
4000, "-O3", "Sequential", 0.000755
4000, "-O3", "Parallel", 0.178364
4000, "-O3", "Built-in", 0.000850
4000, "-O", "Sequential", 0.000744
4000, "-O", "Parallel", 0.148753
4000, "-O", "Built-in", 0.000840
4000, "-O2", "Sequential", 0.000708
4000, "-O2", "Parallel", 0.165849
4000, "-O2", "Built-in", 0.000839
4000, "-O3", "Sequential", 0.000706
4000, "-O3", "Parallel", 0.141798
4000, "-O3", "Built-in", 0.000845
4000, "-O", "Sequential", 0.000753
4000, "-O", "Parallel", 0.128408
4000, "-O", "Built-in", 0.000855
4000, "-O2", "Sequential", 0.000760
4000, "-O2", "Parallel", 0.143398
4000, "-O2", "Built-in", 0.000854
4000, "-O3", "Sequential", 0.000760
4000, "-O3", "Parallel", 0.159112
4000, "-O3", "Built-in", 0.000861
4000, "-O", "Sequential", 0.000712
4000, "-O", "Parallel", 0.180495
4000, "-O", "Built-in", 0.000847
4000, "-O2", "Sequential", 0.000708
4000, "-O2", "Parallel", 0.189829
4000, "-O2", "Built-in", 0.000851
4000, "-O3", "Sequential", 0.000719
4000, "-O3", "Parallel", 0.171962
4000, "-O3", "Built-in", 0.000853
4000, "-O", "Sequential", 0.000758
4000, "-O", "Parallel", 0.153033
4000, "-O", "Built-in", 0.000859
4000, "-O2", "Sequential", 0.000755
4000, "-O2", "Parallel", 0.172630
4000, "-O2", "Built-in", 0.000861
4000, "-O3", "Sequential", 0.000720
4000, "-O3", "Parallel", 0.164366
4000, "-O3", "Built-in", 0.000857
4000, "-O", "Sequential", 0.000692
4000, "-O", "Parallel", 0.167617
4000, "-O", "Built-in", 0.000859
4000, "-O2", "Sequential", 0.000785
4000, "-O2", "Parallel", 0.152792
4000, "-O2", "Built-in", 0.000852
4000, "-O3", "Sequential", 0.000704
4000, "-O3", "Parallel", 0.164876
4000, "-O3", "Built-in", 0.000857
4000, "-O", "Sequential", 0.000705
4000, "-O", "Parallel", 0.171214
4000, "-O", "Built-in", 0.000868
4000, "-O2", "Sequential", 0.000713
4000, "-O2", "Parallel", 0.175757
4000, "-O2", "Built-in", 0.000868
4000, "-O3", "Sequential", 0.000765
4000, "-O3", "Parallel", 0.201109
4000, "-O3", "Built-in", 0.000907
